,name,founded_date,employee_count,description,location,categories,funding_data,investor_data
0,Investopresto,2009,11 - 50,"Investopresto is a next generation investment portal for Indian investors, that makes investing fun, easy and social.
It is especially meant for young, tech savvy people and delivers a social experience for users while gamifying several aspects of investing and personalizing a user's experience based on his financial information such as income, constraints and financial goals.
Investopresto covers most of the popular asset classes including stocks, fixed deposits, mutual funds and insurance products.
",Singapore,"Finance, FinTech","[['Dec, 2012', '$56k / Angel', '—', '—', '1'], ['Mar, 2011', '$240k / Seed', '—', '—', '1'], ['2011', '$44k / Grant', '—', '—', '0']]","[['Crystal Horse Investments', 'Seed', '-', 'Angel', '-']]"
0,Multistory Learning,2011,11 - 50,"Multistory Learning Ltd, a Chennai, India-based education startup. Led by CEO Naresh R and Amrutash Misra, MultiStory Learning provides schools with an English learning product called ‘Book Lovers Program for Schools‘, which is designed to influence children to become readers and improve their communication, comprehension, & creative thinking.
","Chennai, Tamil Nadu","Education, Children, E-Learning","[['Jan, 2013', '$45k / Seed', '—', '—', '0']]",
0,Core Diagnostics,2012,11 - 50,"Core Diagnostics is a Clinical laboratory focused on Next Generation Diagnostics for disease stratification and therapy selection. We are focused on bringing the most advanced testing techniques and expertise to India. We aim to become the destination for all your high-end diagnostic needs.
","Gurgaon, Haryana","Biotechnology, Health Diagnostics","[['Dec, 2016', '$12M / Series B', '—', 'Eight Roads VenturesF-Prime Capital Partners', '3'], ['Jul, 2012', '$5M / Series A', '—', '—', '1']]","[['Artiman Ventures', 'Series A', 'Ajit Singh', 'Series B', 'Ajit Singh'], ['Eight Roads Ventures', 'Series B\xa0(Lead)', '-'], ['F-Prime Capital Partners', 'Series B\xa0(Lead)', '-']]"
0,Eywa Pharma,Unknown,11 - 50,"Eywa Pharma, a global generic pharmaceutical company, has been founded by a group of seasoned professionals with extensive experience in the global pharmaceutical industry with proven ability in creating successful, profitable entities across multiple business verticals.
","Chennai, Tamil Nadu",Pharmaceutical,"[['Oct, 2016', '$30M / Venture', '—', '—', '4']]","[['Eight Roads Ventures', 'Venture', '-'], ['Envest Capital Partners', 'Venture', '-'], ['Fidelity International Limited', 'Venture', '-'], ['F-Prime Capital Partners', 'Venture', '-']]"
0,Celes Care,"December 10, 2015",11 - 50,"Celes Care is India’s first Online Health Clinic for Women. We offer doctor consultation services on Pregnancy Care, Nutrition, Wellness & General Health. Our online consultation service is highly affordable and delivered by our expert women doctors who are compassionate and care for your health. We connect you with our doctors within a minute.
","Hyderabad, Andhra Pradesh",Health Care,"[['Feb, 2017', '$1.5M / Seed', '—', '—', '5']]","[['Eight Roads Ventures', 'Seed', '-'], ['Endiya Partners', 'Seed', '-'], ['F-Prime Capital Partners', 'Seed', '-'], ['Varaprasad Reddy', 'Seed', '-'], ['VenturEast', 'Seed', '-']]"
0,Zoomin,"May 1, 2007",11 - 50,"Zoomin is the parent company to several photo printing and mobile lifestyle brands including Photojojo, Zoomin Prints, Photolane and Parabo Press. 
Our collective of projects seek to inspire creativity and help you create real life tangible experiences from your photos. We do this through accessible design, simple curation and meaningful print services built around your lifestyle. 
Zoomin's investors include Lightbox Ventures and First Round Capital. We are headquartered in Singapore with offices in San Francisco, CA and Mumbai, India. 
We are on the web at: zoomin.com, photojojo.com, photolane.co and parabo.press
","San Francisco, California","Photography, E-Commerce","[['Aug, 2014', '$8M / Venture', '—', '—', '3'], ['Jan, 2013', '$1.5M / Debt Financing', '—', '—', '1'], ['Sep, 2011', '$5M / Series B', '—', '—', '0'], ['Sep, 2008', '$5M / Series A', '—', '—', '0'], ['2008', '$12M / Venture', '—', '—', '2'], ['Nov, 2007', '$850k / Seed', '—', '—', '3']]","[['First Round', 'Seed', '-', 'Venture', 'Josh Kopelman', 'Venture', 'Josh Kopelman'], ['Gund Investment, LLC', 'Venture', '-'], ['InnoVen Capital', 'Debt Financing', '-'], ['Lightbox', 'Venture', '-'], ['Sherpalo Ventures', 'Seed', '-', 'Venture', '-'], ['Sunny Rao', 'Seed', '-']]"
0,Drishti Eye Care,"December, 2011",11 - 50,"Drishti is a social impact enterprise that provides affordable eye care in under-served markets. Our model effectively covers distributed populations across one district using a hub and spoke model.
","Bangalore, Karnataka","Fitness, Health Care, Wellness","[['Jun, 2016', 'undisclosed amount / Venture', '—', '—', '1'], ['Feb, 2013', 'undisclosed amount / Series A', '—', 'Sarva Capital', '1'], ['Jan, 2012', '$367k / Seed', '—', '—', '1']]","[['Nandan Nilekani', 'Venture', '-'], ['Sarva Capital', 'Seed', '-', 'Series A\xa0(Lead)', '-']]"
0,Mswipe Technologies,"March 1, 2011",11 - 50,"Mswipe's mobile swiper is the only solution which enables feature phones to be used as a mobile POS today.
","Mumbai, Maharashtra","Financial Services, Mobile, Payments","[['Jun, 2017', '$31M / Series D', '—', 'UC-RNT Fund', '6'], ['Jul, 2015', '$25M / Series C', '—', '—', '5'], ['Feb, 2014', 'undisclosed amount / Series B', '—', 'Matrix Partners India', '3'], ['Jan, 2013', 'undisclosed amount / Series A', '—', 'Matrix Partners', '3'], ['Jan, 2012', 'undisclosed amount / Seed', '—', '—', '3']]","[['Axis Bank', 'Series A', '-', 'Series B', '-', 'Series C', '-'], ['Deepak Shahdadpuri', 'Seed', '-'], ['DSG Consumer Partners', 'Series A', '-', 'Series B', '-', 'Series C', '-', 'Series D', '-'], ['Falcon Capital', 'Series C', '-'], ['Falcon Edge Capital', 'Series D', '-'], ['Matrix Partners', 'Seed', '-', 'Series A\xa0(Lead)', '-', 'Series D', '-'], ['Matrix Partners India', 'Series B\xa0(Lead)', '-', 'Series C', '-'], ['Meru Capital', 'Series C', '-', 'Series D', '-'], ['Ola', 'Series D', '-'], ['Praveen Chakravarty', 'Seed', '-'], ['UC-RNT Fund', 'Series D\xa0(Lead)', '-']]"
0,ScaleArc,2009,11 - 50,"ScaleArc enables companies to deliver zero downtime for apps in a database environment. ScaleArc’s software drops in transparently between apps and database, providing an abstraction layer that shields apps from database failures, simplifies scale out, and increases app performance. ScaleArc's software also simplifies the process of moving enterprise workloads into the cloud. ScaleArc enables enterprises running SQL Server, MySQL, and Oracle to maintain seamless application uptime, despite outages at the database tier, avoiding both planned and unplanned downtime. The company has enjoyed recognition from Gartner as a Cool Vendor and for delivering technology key to enabling IT Service Continuity. Learn more about ScaleArc, its customers, and partners at www.ScaleArc.com.
","Santa Clara, CA","Analytics, Software, Database","[['Jan, 2017', '$7.5M / Debt Financing', '—', 'Square 1 Bank', '1'], ['Jan, 2016', '$20M / Series C', '—', 'Bain Capital Ventures', '5'], ['Jan, 2013', '$12.3M / Series C', '—', 'Accel Partners', '3'], ['Dec, 2011', '$6.08M / Private Equity', '—', '—', '0'], ['Dec, 2011', '$5.33M / Series B', '—', 'Trinity Ventures', '2']]","[['Accel Partners', 'Series C\xa0(Lead)', '-', 'Series C', 'Salil Deshpande'], ['Bain Capital Ventures', 'Series C\xa0(Lead)', '-'], ['Hone Capital', 'Series C', '-'], ['Nexus Venture Partners', 'Series B', '-', 'Series C', '-', 'Series C', '-'], ['Square 1 Bank', 'Debt Financing\xa0(Lead)', '-'], ['Trinity Ventures', 'Series B\xa0(Lead)', 'Fred Wang', 'Series C', 'Fred Wang', 'Series C', 'Fred Wang']]"
0,BookAdSpace,2012,11 - 50,,Ahmedabad,"Advertising, Media and Entertainment, Outdoor Advertising",,
0,ThatsPersonal,2012,11 - 50,"ThatsPersonal is an online platform that enables its users to purchase personal adult products through its platform. It provides its users with a wide range of legal personal products from lubricants to erotic lingerie, personal hygiene to condoms, literature to games, and much more.
From using unmarked, unbranded boxes for delivery, to introducing customer self-pick-up in a few pin codes across the country, ThatsPersonal is committed to maintaining discretion at every step of the shopping and delivery process. Launched in 2012, it is based in Mumbai, India.
",Mumbai,Shopping,,
0,GreyOrange,"June 1, 2011",11 - 50,"GreyOrange is a fast-growing, venture-backed technology startup that is creating hardware and software products for warehousing industry. These disruptive high-tech products are revolutionizing the traditionally managed logistics and distribution centers by solving operational inefficiencies and increasing productivity. The company is currently focused on products for logistics fulfillment, so as to increase order picking and parcel sortation rates and ultimately reduce the time it takes to replenish store inventory and get orders to consumers’ homes.
We are a fast-growing team of 250+ people across offices in Gurgaon, Singapore and Hong Kong. Our co-founders, Samay Kohli and Akash Gupta are BITS Pilani alumni who created India’s first humanoid Acyut, and are Forbes 30 Under 30 winners. Backed by Tiger Global and Blume Ventures, our customers include major e-commerce players such as Flipkart, Amazon, Jabong, logistics companies such as Kerry logistics, Aramex, DTDC, Delhivery and Gojavas. We also take pride in our aggressively growing market presence in Singapore, Hong Kong, Japan, Indonesia and Europe.
We are firm believers of making our own hardware and software, and hence are like a mini-university with Mechanical, Electronics, Computer Science, and Embedded Engineering departments alongside BD, People Operations and Customer Support teams.
We are always on the look out for talented and motivated techies to build scalable architectures that control thousands of individual robots processing millions of inventory transactions per day. There is of course, ample opportunity for folks interested in scaling up global processes in Business Operations.
","Singapore, Central Region","Robotics, Logistics, Hardware, Software, Industrial Automation","[['Aug, 2015', '$30M / Series B', '—', 'Tiger Global Management', '2'], ['Apr, 2014', 'undisclosed amount / Series A', '—', 'Blume VenturesTiger Global Management', '2']]","[['Blume Ventures', 'Series A\xa0(Lead)', '-', 'Series B', '-'], ['Tiger Global Management', 'Series A\xa0(Lead)', '-', 'Series B\xa0(Lead)', '-']]"
0,The American Swan Lifestyle Company,2012,11 - 50,"American Swan is a premium global online fashion & lifestyle brand, with a distinctive range of Men and Women’s lifestyle products. Its range of affordable fashion wear and accessories, footwear, beauty & fragrance and home products are all uniquely stylized with a supreme blend of ‘Iconic Americana’ with quintessentially modern, European fashion. It incorporates values based on creating quality products, with an eagle eye to detail and offering real value through excellence and customer focus.  The American Swan Lifestyle Company owns American Swan.
To know more you can visit us at www.americanswan.com
",Gurgaon,"E-Commerce, Lifestyle, Fashion",,
0,Codelearn,2012,11 - 50,"Codelearn lets users learn new technology (currently ruby-on-rails) through tutorial which teach to build a full fledged app and by providing an in-browser app development environment to build web apps. Its heroku + codecademy bundled into one. Try it at www.codelearn.org. 
We recently launched Android tutorial as well - www.codelern.org/android-tutorial . Instead of going cloud IDE way, there is an Eclipse plugin built which evaluates user's app at every lesson making it truly interactive.
",Bangalore,E-Commerce,"[['Dec, 2012', '$150k / Seed', '—', '—', '1']]","[['Kima Ventures', 'Seed', '-']]"
0,Giftology,Unknown,11 - 50,"Giftology, a New Delhi, India-based social gifting startup. Founded by Aman Narang and Nikhil Sama and led by newly appointed CEO Varun Vummidi, Giftology provides a platform that allows Facebook users to send a gift voucher for free to their friends.
","New Delhi, Delhi",Social Media,"[['Jan, 2013', 'undisclosed amount / Angel', '—', '—', '0']]",
0,Learnpedia Edutech Solutions,2013,11 - 50,"Learnpedia is engaged in pioneering technology enabled learning solutions for students preparing for the highly competitive Joint Engineering Entrance examination. Learnpedia’s proprietary learning platform encapsulates the entire 2 year syllabus of the JEE in the form of videos, animations and easy to grasp text enabling a student to master all the concepts of Physics, Chemistry & Mathematics.
","Hyderabad, Andhra Pradesh","Education, EdTech","[['Feb, 2013', 'undisclosed amount / Seed', '—', '—', '1']]","[['Ixora Ventures', 'Seed', '-']]"
0,HolidayIQ,2004,11 - 50,"HolidayIQ was launched in early 2004 under the name of India Resorts Survey. India Resorts Survey was focussed on creating India's first travel community and getting the community to contribute feedback on holiday accommodation across India. The successs of this effort prompted us to widen the scope of the community. Sustained feedback from members suggested the real need to have a traveller community-led holiday information site for Indian travellers. And so was born HolidayIQ.
","Bangalore, Karnataka","Travel, Resorts, Hotel","[['Jul, 2015', '$15M / Series B', '—', 'MakeMyTrip.com', '1'], ['Feb, 2013', '$5M / Series A', '—', '—', '2']]","[['Accel Partners', 'Series A', '-'], ['MakeMyTrip.com', 'Series B\xa0(Lead)', '-'], ['Tiger Global Management', 'Series A', '-']]"
0,Cosmic Circuits,2005,11 - 50,"Cosmic Circuits is a provider of analog and mixed signal intellectual property (IP) cores. Had silicon-proven IP solutions in connectivity and advanced mixed-signal technologies in the 40nm and 28nm process nodes, with 20nm and FinFET development underway.
","Bangalore, Karnataka",Semiconductor,,
0,TagBox,2016,11 - 50,"Complexity of cold chains often leads to parameter breaches and failures at various points. Knowing what went wrong, when and where is never enough. Our RCA module provides users the ability to find out why unwanted events happened. Our module analyzes historical patterns and explores statistical relationships with other telemetry data and client's EDW data to generate actionable insights.
","Bangalore, Karnataka",Information Technology,,
0,Anunta Technology Management Services,2011,11 - 50,"Anunta is a cloud generation IT services company that has developed a unique “Application Delivery as a Service” (ADaaS) offering on its own proprietary platform. Anunta designs cloud-based application delivery architectures, provides on-going management and delivers services on a pay per user billing model with guarantees on end-user experience. Anunta’s solution has proven business benefits like improving employee productivity, lowering cost of application delivery and, simplifying IT management to make it more agile and scalable.
","Mumbai, Maharashtra","Enterprise Software, Information Technology, Information Services","[['Feb, 2013', '$3M / Series A', '—', 'Bessemer Venture Partners', '1']]","[['Bessemer Venture Partners', 'Series A\xa0(Lead)', '-']]"
0,Chumbak,"September 15, 2009",11 - 50,"Chumbak, a Bangalore, India-based gifting startup. Founded by Subhra Chadda, Chumbak sells designer t-shirts, tins, coffee mugs shot glasses, mouse pads, iphone cases, bookmarks, posters, and bags, among others.
","Bangalore, Karnataka","E-Commerce, Shopping, Lifestyle","[['May, 2017', '₹80M / Venture', '—', 'BlackSoil', '1'], ['Nov, 2016', '₹30M / Debt Financing', '—', 'Narayan Ramachandran', '1'], ['May, 2014', 'undisclosed amount / Series A', '—', '—', '2'], ['Feb, 2013', '$2M / Seed', '—', '—', '0']]","[['BlackSoil', 'Venture\xa0(Lead)', '-'], ['Matrix Partners India', 'Series A', '-'], ['Narayan Ramachandran', 'Debt Financing\xa0(Lead)', '-'], ['Seedfund', 'Series A', '-']]"
0,Nobel Hygiene,2001,11 - 50,"""NOBEL HYGIENE PVT. LTD."" is a One-Stop-Shop for Personal Hygiene Products meant for the entire family. There product range includes Diapers & Pads meant for Babies, Mothers and Adults in a family. They have a good presence and market share in the Personal Care Market in India, with brand names FRIENDS & TEDDYY which are synonymous to Quality and Reliability. They are based in Mumbai, INDIA and have a presence all over the country through our Network of Stockists, Dealers & Retailers.
","Mumbai, Maharashtra","E-Commerce, Shopping, Baby","[['Mar, 2013', '$11.5M / Series A', '—', 'Access India Fund', '1'], ['May, 2010', 'undisclosed amount / Venture', '—', '—', '1']]","[['Access India Fund', 'Series A\xa0(Lead)', '-'], ['Brand Capital', 'Venture', '-']]"
0,meritnation.com,"April 10, 2009",11 - 50,"Meritnation.com is the most popular online education platform for K-12 students across India & the Gulf. Over 7.6 million users study on Meritnation.com using Live Classes, Animated Videos, Interactive exercises, Practise Problems, Tests & more. Meritnation.com currently has curriculum aligned content for Major boards like CBSE & ICSE as well as State boards like Maharashtra, Tamil Nadu, Karnataka & Kerala. Meritnation.com has been funded by the Naukri.com group which is one of India's leading Internet companies.
",New Delhi,"Education, Online Portals, E-Learning","[['Jun, 2015', '$4M / Venture', '—', 'Info Edge', '1']]","[['Info Edge', 'Venture\xa0(Lead)', '-']]"
0,iMerit,2012,11 - 50,"iMerit is an international company funded by Omidiyar Network (led by founders of eBay) and the World Bank, and is led by CEO Radha Basu, who led the IPO of Support.com and who was General Manager of Hewlett Packard’s $1.5 billion channel business. iMerit’s President DD Ganguly is a serial entrepreneur who founded and sold two software companies to global software corporations. iMerit customers include: Catholic Relief Services (a $270 million nonprofit), Aptara, and dozens of high profile tech companies.
","California City, California","Data Integration, Analytics, Data Mining, Big Data, Information Technology","[['Oct, 2015', '$3.5M / Venture', '—', '—', '3']]","[['Michael Dell', 'Venture', '-'], ['Pierre Omidyar', 'Venture', '-'], ['Vinod Khosla', 'Venture', '-']]"
0,RankJunction,Unknown,11 - 50,,"Nagpur, Maharashtra",,"[['Jan, 2014', '$185.29k / Angel', '—', '—', '1']]","[['Artha India Ventures', 'Angel', 'Anirudh Damani']]"
0,Playcez,2010,11 - 50,"PlayCez is a fun social application, which helps you in discovering interesting places nearby in a personalized way. It gives you recommendation about the best places to go, based on likes and recommendation from people in your social circle.
","New Delhi, Delhi",Mobile,"[['Mar, 2013', '$500k / Seed', '—', '—', '0'], ['Oct, 2012', '$30k / Seed', '—', '—', '0']]",
0,InvestmentYogi,2007,11 - 50,"InvestmentYogi is the leading finance portal in India, offering the most comprehensive coverage of personal financial issues. Our products have helped over 3 million Indians manage their investments, taxes and finances by providing high quality content and tools. Our products include online financial planning, tax preparation, e-filing of taxes, budgeting and mutual fund research. Livemint (WSJ) newspapers ranked us as a leading online tax platform, with an “Excellent’ rating. Our vast database of users and spending habits was tapped by The Federal Reserve Bank of Chicago in a landmark study of India’s financial picture, reported by the Wall Street Journal. Our success has been covered by Wall Street Journal, Wharton, Hindu BusinessLine, ET, Mint, Yourstory, Business World, and others.
","Hyderabad, Andhra Pradesh","Personal Finance, Financial Services, Online Portals","[['Mar, 2013', 'undisclosed amount / Seed', '—', '—', '1']]","[['Safa Rashtchy', 'Seed', '-']]"
0,Walnut,2014,11 - 50,"Walnut is a smart personal digital assistant that analyzes the SMS inbox of users to surface important and critical information, including expenses, bills, and tickets. It does not look at or analyze personal messages coming from 10-digit mobile numbers and is designed to view only the messages coming from businesses such as banks and merchants. It does not have access to users’ bank accounts. Walnut does not upload any message or transactional data.
Walnut is available for Android devices on Google Play.
",,Apps,,
0,Games2Win,2005,11 - 50,"Games2Win offers online gaming portals, proprietary games, in-game ad networks, and mobile social networks for applications and games.
Games2Win was founded by Mahesh Khambadkone and Alok Kejriwal in 2005. It is based in Mumbai, India.
","Mumbai, Maharashtra","Network Security, Ad Network, Apps, Video Games","[['Mar, 2013', '$2M / Series C', '—', '—', '3'], ['Mar, 2011', '$6M / Series B', '—', '—', '2'], ['Mar, 2007', '$5M / Series A', '—', 'Clearstone Venture Partners', '2']]","[['Clearstone Venture Partners', 'Series A\xa0(Lead)', '-', 'Series B', 'Sumant Mandal', 'Series C', 'Sumant Mandal'], ['ICICI Venture', 'Series C', '-'], ['Nexus Venture Partners', 'Series C', '-'], ['Silicon Valley Bank', 'Series A', '-', 'Series B', '-']]"
0,Antuit,2013,11 - 50,"Antuit is a global analytics company that powers faster, smarter decision-making.  Our Decision Engines help clients target, measure and improve mission-critical business metrics and generate demonstrable ROI.
This innovative Decision Engines framework features three components:  Our proprietary analytical algorithms enable world-class data scientists and domain experts to unearth the deep insights hidden in data; our well-defined  methodologies and tools help clients move from data to decisions in a predictable, scalable manner; and our strategic visualization provides clarity on the business impacts of decisions. 
Leading retail, financial services, industrial and CPG brands choose Antuit to solve their most pressing business problems. Founded in 2013 and backed by Goldman Sachs, we have offices in New York, Chicago, Dallas, London, Amsterdam, Hong Kong, Singapore, Tokyo, Auckland, Melbourne, Bangalore, Mumbai and Pune. Visit www.antuit.com to learn more.
","Singapore, Central Region","Consumer, Industrial Manufacturing, Financial Services, Direct Sales, Retail","[['Jan, 2015', '$56M / Series A', '—', 'Goldman Sachs', '2'], ['Aug, 2013', '€3M / Seed', '—', 'Zodius Capital', '1']]","[['Goldman Sachs', 'Series A\xa0(Lead)', '-'], ['Zodius Capital', 'Seed\xa0(Lead)', 'Neeraj Bhargava', 'Series A', 'Neeraj Bhargava']]"
0,Billdesk,2000Aliases:indiaideas.com,11 - 50,"BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying bills. We have created BillDesk to help consumers like us leverage on the potential of electronic medium to better organise and manage our payments, while escaping some of the pitfalls of traditional bill payment services.
","Ahmedabad, Gujarat","Rental, Property Development, Payments","[['Jan, 2016', 'undisclosed amount / Venture', '—', '—', '1'], ['Apr, 2012', 'undisclosed amount / Private Equity', '—', '—', '1']]","[['March Capital Partners', 'Venture', 'Sumant Mandal'], ['TA Associates', 'Private Equity', '-']]"
0,Ecom Express,2013,11 - 50,"Ecom Express Private Limited is a Company promoted by the veterans of the Express Industry of India. This team has varied and rich experience of over 100 years in Indian Express Industry. The Company is formed for catering to the dynamic needs of electronic commerce industry which is growing by leaps and bounds. There is no single Company currently equipped completely to cater to the needs of this fast growing industry which is seeing the changes every day.
","New Delhi, Delhi","E-Commerce, Delivery, Logistics","[['Jun, 2015', '₹8.5B / Private Equity', '—', 'Warburg Pincus', '1'], ['Sep, 2014', '₹1B / Venture', '—', 'Peepul Capital LLC', '1']]","[['Peepul Capital LLC', 'Venture\xa0(Lead)', '-'], ['Warburg Pincus', 'Private Equity\xa0(Lead)', '-']]"
0,Naaptol,2008,11 - 50,"Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content. It was launched in March 2009.
",Mumbai,"E-Commerce, Shopping, Retail","[['Nov, 2015', '$51.7M / Series D', '—', '—', '4'], ['Apr, 2015', '$21M / Series C', '—', '—', '4'], ['Oct, 2011', '$25M / Series B', '—', 'New Enterprise Associates', '3'], ['Aug, 2010', '$8.5M / Series A', '—', 'Canaan PartnersSilicon Valley Bank', '2']]","[['Canaan Partners', 'Series A\xa0(Lead)', '-', 'Series B', '-', 'Series C', '-', 'Series D', '-'], ['Mitsui & Co', 'Series C', '-', 'Series D', '-'], ['New Enterprise Associates', 'Series B\xa0(Lead)', 'Bala Deshpande', 'Series C', 'Bala Deshpande', 'Series D', 'Bala Deshpande'], ['Silicon Valley Bank', 'Series A\xa0(Lead)', '-', 'Series B', '-', 'Series C', '-', 'Series D', '-']]"
0,yepme.com,2010,11 - 50,"Their discerning customers vouch for the comfort, the fit and oomph they lend across their entire range. Yepme lets you confidently put up a bold and contemporary style statement amongst your peers. All their products are a result of best practices followed right from fabrics to fit and fashion. Their products come to you after going through a series of quality checks for everything that you consider when you decide to take it on. Years of retailing expertise and a keen focus on creating not just apparels, but memorable experiences for you, dictate their work pattern. Every single stitch, color, the choice of fabric, everything has been designed and put together to give you that best brand feeling.
","Gurgaon, Haryana","E-Commerce, Product Design, Brand Marketing","[['May, 2017', 'undisclosed amount / Venture', '—', 'Gokaldas Exports Ltd.', '1'], ['May, 2017', '₹45M / Venture', '—', '—', '0'], ['Sep, 2015', '$75M / Series B', '—', 'Khazanah Nasional', '1'], ['Jan, 2015', '$12.7M / Series A', '—', '—', '5'], ['May, 2014', '$500k / Venture', '—', 'Helion Venture Partners', '1']]","[['Brand Capital', 'Series A', '-'], ['Capricorn Investment Group', 'Series A', '-'], ['Gokaldas Exports Ltd.', 'Venture\xa0(Lead)', '-'], ['Helion Venture Partners', 'Venture\xa0(Lead)', '-', 'Series A', '-'], ['Khazanah Nasional', 'Series B\xa0(Lead)', '-'], ['TC Capital', 'Series A', '-']]"
0,GoJavas,2013,11 - 50,"GoJavas was founded in 2013, with the vision of becoming an industry leader in providing reliable, time-bound logistics and supply-chain solutions to its business partners. Their network reach, state of the art technology platform and hands-on approach make us one of the fastest growing teams in India.
",Gurgaon,"E-Commerce, Supply Chain Management, Logistics","[['Oct, 2015', '$20M / Venture', '—', 'Snapdeal', '1']]","[['Snapdeal', 'Venture\xa0(Lead)', '-']]"
0,Bewakoof,"April 1, 2010",11 - 50,"Bewakoof is a perspective. The Society thinks that individuals are bewakoof, Individuals think that the society is . Yet, they so beautifully co-exist.  Having said that, according to us, a Bewakoof believes in doing things he loves no matter what the society thinks. This passion led to the creation of this company and now this company is creating things that it loves.
","Mumbai, Maharashtra","Internet, Fashion","[['Jan, 2015', 'undisclosed amount / Venture', '—', '—', '3']]","[['Kunal Bahl', 'Venture', '-'], ['Rohit Bansal', 'Venture', '-'], ['Snapdeal', 'Venture', '-']]"
0,Housejoy,2014,11 - 50,"Housejoy is a web platform that allows homeowners to browse and book quality service providers like electricians, plumbers etc. We are focused on creating an incomparable customer experience by providing homeowners with a seamless way to instantly book/schedule various services from trusted professionals.
","Bengaluru, Karnataka","Fitness, Internet, Home Services, Beauty","[['Dec, 2015', '$23M / Series B', '—', 'AmazonMatrix Partners IndiaVertex Ventures', '5'], ['Jun, 2015', '$4M / Series A', '—', 'Matrix Partners', '1']]","[['Amazon', 'Series B\xa0(Lead)', '-'], ['Matrix Partners', 'Series A\xa0(Lead)', '-'], ['Matrix Partners India', 'Series B\xa0(Lead)', '-'], ['Qualcomm Ventures', 'Series B', '-'], ['ru-Net', 'Series B', '-'], ['Vertex Ventures', 'Series B\xa0(Lead)', '-']]"
0,Netmeds.com,2010,11 - 50,"Who we are - India's most convenient online pharmacy
Netmeds.com, India Ki Pharmacy, is brought to you by the Dadha & Company – one of India’s most trusted pharmacies, with over 100 years’ experience in dispensing quality medicines. At netmeds.com, we help you look after your own health effortlessly as well as take care of loved ones wherever they may reside in India. You can buy and send medicines from any corner of the country - with just a few clicks of the mouse.
","Chennai, Tamil Nadu","Pharmaceutical, Health Care, Biotechnology","[['Oct, 2015', '$50M / Venture', '—', 'OrbiMed', '1']]","[['OrbiMed', 'Venture\xa0(Lead)', 'Sunny Sharma']]"
0,MyDentist,2009,11 - 50,"MyDentist is a chain of dental clinics incorporated by Vikram Vora in 2009 and incubated by Seedfund in 2010.
Their first clinic was established in Vile Parle, but they now have branches at Malad, Kandivali, Borivali at Mumbai as well. Their services encompass all aspects of cosmetic and restorative dentistry with the overall aim of oral wellbeing. They utilize the latest in dental technology and expertise to ensure that patients receive the highest possible standards of dental care available today. 
MyDentist provides all forms of general dentistry, oral surgery, fixed and removable prosthetics, implants, orthodontic care, cosmetic procedures and emergency care.
","Mumbai, Maharashtra","Health Care, Medical, Dental","[['Jun, 2015', '$8M / Series C', '—', 'LGT group', '3'], ['Apr, 2013', '$10M / Series B', '—', 'MAPE Advisory Group', '3']]","[['Asian Healthcare Fund', 'Series B', '-', 'Series C', '-'], ['LGT group', 'Series C\xa0(Lead)', '-'], ['MAPE Advisory Group', 'Series B\xa0(Lead)', '-'], ['Seedfund', 'Series B', '-', 'Series C', '-']]"
0,AdWyze,"July 1, 2014",11 - 50,"How do you improve the ROI of your marketing channels? Why do you spend the best part of your day brooding over data from multiple sources to get a sense of what’s working and what’s not? Can’t there be a better way to actually get actionable data?
They are building the first of it’s kind extensible marketing platform which helps marketers eliminate data silos and take decisions that have a direct impact on their ROI. They are in private beta with some of India’s largest e-tailers and if you want to know more send us a note at arun at adwyze.com.
","Bangalore, Karnataka","Social Media Marketing, E-Commerce, Advertising, Mobile","[['Jun, 2015', '$1M / Seed', '—', '—', '1']]","[['MAPE Advisory Group', 'Seed', '-']]"
0,Eventifier,2012,11 - 50,"Eventifier is a Bangalore-based startup that aggregates and then creates archives of social media content from conferences, providing a smarter way to archive all your event photos, videos, slides, tweets, conversations and much more from the entire Web.
","Bangalore, Karnataka","Content, Social Media, Video","[['Feb, 2015', '$2M / Venture', '—', '—', '0'], ['Dec, 2013', '$500k / Seed', '—', '—', '2']]","[['Accel Partners', 'Seed', '-'], ['Kae Capital', 'Seed', '-']]"
